"","region_name","date","crime_type","average_price","sales_volume","revenue","no_of_crime"
"9996","Ealing","201905","Violence Against the Person",465517,230,107068855,674
"9997","Hillingdon","201602","Arson and Criminal Damage",390840,274,107090167,177
"9998","Hillingdon","201602","Burglary",390840,274,107090167,209
"9999","Hillingdon","201602","Drug Offences",390840,274,107090167,94
"10001","Hillingdon","201602","Miscellaneous Crimes Against Society",390840,274,107090167,24
"10002","Hillingdon","201602","Possession of Weapons",390840,274,107090167,13
"10003","Hillingdon","201602","Public Order Offences",390840,274,107090167,98
"10004","Hillingdon","201602","Robbery",390840,274,107090167,31
"10005","Hillingdon","201602","Sexual Offences",390840,274,107090167,31
"10006","Hillingdon","201602","Theft",390840,274,107090167,386
"10007","Hillingdon","201602","Vehicle Offences",390840,274,107090167,207
"10008","Hillingdon","201602","Violence Against the Person",390840,274,107090167,529
"10009","Hackney","201910","Arson and Criminal Damage",560878,191,107127605,145
"10010","Hackney","201910","Burglary",560878,191,107127605,288
"10011","Hackney","201910","Drug Offences",560878,191,107127605,123
"10013","Hackney","201910","Miscellaneous Crimes Against Society",560878,191,107127605,27
"10014","Hackney","201910","Possession of Weapons",560878,191,107127605,21
"10015","Hackney","201910","Public Order Offences",560878,191,107127605,157
"10016","Hackney","201910","Robbery",560878,191,107127605,172
"10017","Hackney","201910","Sexual Offences",560878,191,107127605,48
"10018","Hackney","201910","Theft",560878,191,107127605,986
"10019","Hackney","201910","Vehicle Offences",560878,191,107127605,340
"10020","Hackney","201910","Violence Against the Person",560878,191,107127605,625
"10021","Waltham Forest","201707","Arson and Criminal Damage",435802,246,107207347,166
"10022","Waltham Forest","201707","Burglary",435802,246,107207347,178
"10023","Waltham Forest","201707","Drug Offences",435802,246,107207347,81
"10025","Waltham Forest","201707","Miscellaneous Crimes Against Society",435802,246,107207347,15
"10026","Waltham Forest","201707","Possession of Weapons",435802,246,107207347,24
"10027","Waltham Forest","201707","Public Order Offences",435802,246,107207347,137
"10028","Waltham Forest","201707","Robbery",435802,246,107207347,75
"10029","Waltham Forest","201707","Sexual Offences",435802,246,107207347,40
"10030","Waltham Forest","201707","Theft",435802,246,107207347,527
"10031","Waltham Forest","201707","Vehicle Offences",435802,246,107207347,240
"10032","Waltham Forest","201707","Violence Against the Person",435802,246,107207347,500
"10033","Islington","201709","Arson and Criminal Damage",670683,160,107309332,173
"10034","Islington","201709","Burglary",670683,160,107309332,213
"10035","Islington","201709","Drug Offences",670683,160,107309332,108
"10037","Islington","201709","Miscellaneous Crimes Against Society",670683,160,107309332,18
"10038","Islington","201709","Possession of Weapons",670683,160,107309332,18
"10039","Islington","201709","Public Order Offences",670683,160,107309332,148
"10040","Islington","201709","Robbery",670683,160,107309332,201
"10041","Islington","201709","Sexual Offences",670683,160,107309332,78
"10042","Islington","201709","Theft",670683,160,107309332,961
"10043","Islington","201709","Vehicle Offences",670683,160,107309332,234
"10044","Islington","201709","Violence Against the Person",670683,160,107309332,511
"10045","Camden","201903","Arson and Criminal Damage",808860,133,107578379,160
"10046","Camden","201903","Burglary",808860,133,107578379,264
"10047","Camden","201903","Drug Offences",808860,133,107578379,158
"10049","Camden","201903","Miscellaneous Crimes Against Society",808860,133,107578379,37
"10050","Camden","201903","Possession of Weapons",808860,133,107578379,19
"10051","Camden","201903","Public Order Offences",808860,133,107578379,184
"10052","Camden","201903","Robbery",808860,133,107578379,150
"10053","Camden","201903","Sexual Offences",808860,133,107578379,52
"10054","Camden","201903","Theft",808860,133,107578379,1543
"10055","Camden","201903","Vehicle Offences",808860,133,107578379,338
"10056","Camden","201903","Violence Against the Person",808860,133,107578379,555
"10057","Waltham Forest","201607","Arson and Criminal Damage",413813,260,107591256,159
"10058","Waltham Forest","201607","Burglary",413813,260,107591256,144
"10059","Waltham Forest","201607","Drug Offences",413813,260,107591256,88
"10061","Waltham Forest","201607","Miscellaneous Crimes Against Society",413813,260,107591256,26
"10062","Waltham Forest","201607","Possession of Weapons",413813,260,107591256,22
"10063","Waltham Forest","201607","Public Order Offences",413813,260,107591256,132
"10064","Waltham Forest","201607","Robbery",413813,260,107591256,56
"10065","Waltham Forest","201607","Sexual Offences",413813,260,107591256,42
"10066","Waltham Forest","201607","Theft",413813,260,107591256,419
"10067","Waltham Forest","201607","Vehicle Offences",413813,260,107591256,225
"10068","Waltham Forest","201607","Violence Against the Person",413813,260,107591256,586
"10069","Merton","201811","Arson and Criminal Damage",520075,207,107655596,85
"10070","Merton","201811","Burglary",520075,207,107655596,151
"10071","Merton","201811","Drug Offences",520075,207,107655596,36
"10073","Merton","201811","Miscellaneous Crimes Against Society",520075,207,107655596,16
"10074","Merton","201811","Possession of Weapons",520075,207,107655596,6
"10075","Merton","201811","Public Order Offences",520075,207,107655596,59
"10076","Merton","201811","Robbery",520075,207,107655596,42
"10077","Merton","201811","Sexual Offences",520075,207,107655596,43
"10078","Merton","201811","Theft",520075,207,107655596,284
"10079","Merton","201811","Vehicle Offences",520075,207,107655596,167
"10080","Merton","201811","Violence Against the Person",520075,207,107655596,326
"10081","Enfield","201708","Arson and Criminal Damage",403222,267,107660195,193
"10082","Enfield","201708","Burglary",403222,267,107660195,225
"10083","Enfield","201708","Drug Offences",403222,267,107660195,70
"10085","Enfield","201708","Miscellaneous Crimes Against Society",403222,267,107660195,36
"10086","Enfield","201708","Possession of Weapons",403222,267,107660195,18
"10087","Enfield","201708","Public Order Offences",403222,267,107660195,116
"10088","Enfield","201708","Robbery",403222,267,107660195,73
"10089","Enfield","201708","Sexual Offences",403222,267,107660195,39
"10090","Enfield","201708","Theft",403222,267,107660195,461
"10091","Enfield","201708","Vehicle Offences",403222,267,107660195,327
"10092","Enfield","201708","Violence Against the Person",403222,267,107660195,492
"10093","Redbridge","201708","Arson and Criminal Damage",411116,262,107712397,141
"10094","Redbridge","201708","Burglary",411116,262,107712397,208
"10095","Redbridge","201708","Drug Offences",411116,262,107712397,57
"10097","Redbridge","201708","Miscellaneous Crimes Against Society",411116,262,107712397,19
"10098","Redbridge","201708","Possession of Weapons",411116,262,107712397,9
"10099","Redbridge","201708","Public Order Offences",411116,262,107712397,113
"10100","Redbridge","201708","Robbery",411116,262,107712397,75
"10101","Redbridge","201708","Sexual Offences",411116,262,107712397,33
"10102","Redbridge","201708","Theft",411116,262,107712397,441
"10103","Redbridge","201708","Vehicle Offences",411116,262,107712397,415
"10104","Redbridge","201708","Violence Against the Person",411116,262,107712397,451
"10105","Islington","201906","Arson and Criminal Damage",626400,172,107740831,119
"10106","Islington","201906","Burglary",626400,172,107740831,195
"10107","Islington","201906","Drug Offences",626400,172,107740831,103
"10109","Islington","201906","Miscellaneous Crimes Against Society",626400,172,107740831,29
"10110","Islington","201906","Possession of Weapons",626400,172,107740831,15
"10111","Islington","201906","Public Order Offences",626400,172,107740831,141
"10112","Islington","201906","Robbery",626400,172,107740831,118
"10113","Islington","201906","Sexual Offences",626400,172,107740831,44
"10114","Islington","201906","Theft",626400,172,107740831,821
"10115","Islington","201906","Vehicle Offences",626400,172,107740831,213
"10116","Islington","201906","Violence Against the Person",626400,172,107740831,528
"10117","Newham","201612","Arson and Criminal Damage",353282,305,107751036,204
"10118","Newham","201612","Burglary",353282,305,107751036,222
"10119","Newham","201612","Drug Offences",353282,305,107751036,121
"10121","Newham","201612","Miscellaneous Crimes Against Society",353282,305,107751036,30
"10122","Newham","201612","Possession of Weapons",353282,305,107751036,22
"10123","Newham","201612","Public Order Offences",353282,305,107751036,118
"10124","Newham","201612","Robbery",353282,305,107751036,195
"10125","Newham","201612","Sexual Offences",353282,305,107751036,47
"10126","Newham","201612","Theft",353282,305,107751036,719
"10127","Newham","201612","Vehicle Offences",353282,305,107751036,422
"10128","Newham","201612","Violence Against the Person",353282,305,107751036,718
"10129","Islington","201807","Arson and Criminal Damage",677798,159,107769840,129
"10130","Islington","201807","Burglary",677798,159,107769840,267
"10131","Islington","201807","Drug Offences",677798,159,107769840,96
"10133","Islington","201807","Miscellaneous Crimes Against Society",677798,159,107769840,30
"10134","Islington","201807","Possession of Weapons",677798,159,107769840,29
"10135","Islington","201807","Public Order Offences",677798,159,107769840,159
"10136","Islington","201807","Robbery",677798,159,107769840,137
"10137","Islington","201807","Sexual Offences",677798,159,107769840,46
"10138","Islington","201807","Theft",677798,159,107769840,861
"10139","Islington","201807","Vehicle Offences",677798,159,107769840,288
"10140","Islington","201807","Violence Against the Person",677798,159,107769840,653
"10141","Kingston upon Thames","201907","Arson and Criminal Damage",501485,215,107819350,73
"10142","Kingston upon Thames","201907","Burglary",501485,215,107819350,96
"10143","Kingston upon Thames","201907","Drug Offences",501485,215,107819350,87
"10145","Kingston upon Thames","201907","Miscellaneous Crimes Against Society",501485,215,107819350,12
"10146","Kingston upon Thames","201907","Possession of Weapons",501485,215,107819350,5
"10147","Kingston upon Thames","201907","Public Order Offences",501485,215,107819350,79
"10148","Kingston upon Thames","201907","Robbery",501485,215,107819350,32
"10149","Kingston upon Thames","201907","Sexual Offences",501485,215,107819350,33
"10150","Kingston upon Thames","201907","Theft",501485,215,107819350,373
"10151","Kingston upon Thames","201907","Vehicle Offences",501485,215,107819350,143
"10152","Kingston upon Thames","201907","Violence Against the Person",501485,215,107819350,266
"10153","Redbridge","201811","Arson and Criminal Damage",430046,251,107941538,143
"10154","Redbridge","201811","Burglary",430046,251,107941538,280
"10155","Redbridge","201811","Drug Offences",430046,251,107941538,58
"10157","Redbridge","201811","Miscellaneous Crimes Against Society",430046,251,107941538,19
"10158","Redbridge","201811","Possession of Weapons",430046,251,107941538,14
"10159","Redbridge","201811","Public Order Offences",430046,251,107941538,93
"10160","Redbridge","201811","Robbery",430046,251,107941538,93
"10161","Redbridge","201811","Sexual Offences",430046,251,107941538,43
"10162","Redbridge","201811","Theft",430046,251,107941538,434
"10163","Redbridge","201811","Vehicle Offences",430046,251,107941538,379
"10164","Redbridge","201811","Violence Against the Person",430046,251,107941538,548
"10165","Merton","201612","Arson and Criminal Damage",486293,222,107957072,100
"10166","Merton","201612","Burglary",486293,222,107957072,144
"10167","Merton","201612","Drug Offences",486293,222,107957072,43
"10169","Merton","201612","Miscellaneous Crimes Against Society",486293,222,107957072,16
"10170","Merton","201612","Possession of Weapons",486293,222,107957072,9
"10171","Merton","201612","Public Order Offences",486293,222,107957072,49
"10172","Merton","201612","Robbery",486293,222,107957072,29
"10173","Merton","201612","Sexual Offences",486293,222,107957072,25
"10174","Merton","201612","Theft",486293,222,107957072,212
"10175","Merton","201612","Vehicle Offences",486293,222,107957072,153
"10176","Merton","201612","Violence Against the Person",486293,222,107957072,252
"10177","Islington","201602","Arson and Criminal Damage",628362,172,108078339,132
"10178","Islington","201602","Burglary",628362,172,108078339,181
"10179","Islington","201602","Drug Offences",628362,172,108078339,190
"10181","Islington","201602","Miscellaneous Crimes Against Society",628362,172,108078339,24
"10182","Islington","201602","Possession of Weapons",628362,172,108078339,19
"10183","Islington","201602","Public Order Offences",628362,172,108078339,155
"10184","Islington","201602","Robbery",628362,172,108078339,74
"10185","Islington","201602","Sexual Offences",628362,172,108078339,27
"10186","Islington","201602","Theft",628362,172,108078339,736
"10187","Islington","201602","Vehicle Offences",628362,172,108078339,217
